"","date","state","fips","cases","deaths"
"57",2020-02-05,"washington",53,1,0
"58",2020-02-05,"wisconsin",55,1,0
"59",2020-02-06,"arizona",4,1,0
"60",2020-02-06,"california",6,6,0
"61",2020-02-06,"illinois",17,2,0
"62",2020-02-06,"massachusetts",25,1,0
"63",2020-02-06,"washington",53,1,0
"64",2020-02-06,"wisconsin",55,1,0
"65",2020-02-07,"arizona",4,1,0
"66",2020-02-07,"california",6,6,0
"67",2020-02-07,"illinois",17,2,0
"68",2020-02-07,"massachusetts",25,1,0
"69",2020-02-07,"washington",53,1,0
"70",2020-02-07,"wisconsin",55,1,0
"71",2020-02-08,"arizona",4,1,0
"72",2020-02-08,"california",6,6,0
"73",2020-02-08,"illinois",17,2,0
"74",2020-02-08,"massachusetts",25,1,0
"75",2020-02-08,"washington",53,1,0
"76",2020-02-08,"wisconsin",55,1,0
"77",2020-02-09,"arizona",4,1,0
"78",2020-02-09,"california",6,6,0
"79",2020-02-09,"illinois",17,2,0
"80",2020-02-09,"massachusetts",25,1,0
"81",2020-02-09,"washington",53,1,0
"82",2020-02-09,"wisconsin",55,1,0
"83",2020-02-10,"arizona",4,1,0
"84",2020-02-10,"california",6,7,0
"85",2020-02-10,"illinois",17,2,0
"86",2020-02-10,"massachusetts",25,1,0
"87",2020-02-10,"washington",53,1,0
"88",2020-02-10,"wisconsin",55,1,0
"89",2020-02-11,"arizona",4,1,0
"90",2020-02-11,"california",6,7,0
"91",2020-02-11,"illinois",17,2,0
"92",2020-02-11,"massachusetts",25,1,0
"93",2020-02-11,"washington",53,1,0
"94",2020-02-11,"wisconsin",55,1,0
"95",2020-02-12,"arizona",4,1,0
"96",2020-02-12,"california",6,7,0
"97",2020-02-12,"illinois",17,2,0
"98",2020-02-12,"massachusetts",25,1,0
"99",2020-02-12,"texas",48,1,0
"100",2020-02-12,"washington",53,1,0
"101",2020-02-12,"wisconsin",55,1,0
"102",2020-02-13,"arizona",4,1,0
"103",2020-02-13,"california",6,7,0
"104",2020-02-13,"illinois",17,2,0
"105",2020-02-13,"massachusetts",25,1,0
"106",2020-02-13,"texas",48,2,0
"107",2020-02-13,"washington",53,1,0
"108",2020-02-13,"wisconsin",55,1,0
"109",2020-02-14,"arizona",4,1,0
"110",2020-02-14,"california",6,7,0
"111",2020-02-14,"illinois",17,2,0
"112",2020-02-14,"massachusetts",25,1,0
"113",2020-02-14,"texas",48,2,0
"114",2020-02-14,"washington",53,1,0
"115",2020-02-14,"wisconsin",55,1,0
"116",2020-02-15,"arizona",4,1,0
"117",2020-02-15,"california",6,7,0
"118",2020-02-15,"illinois",17,2,0
"119",2020-02-15,"massachusetts",25,1,0
"120",2020-02-15,"texas",48,2,0
"121",2020-02-15,"washington",53,1,0
"122",2020-02-15,"wisconsin",55,1,0
"123",2020-02-16,"arizona",4,1,0
"124",2020-02-16,"california",6,7,0
"125",2020-02-16,"illinois",17,2,0
"126",2020-02-16,"massachusetts",25,1,0
"127",2020-02-16,"texas",48,2,0
"128",2020-02-16,"washington",53,1,0
"129",2020-02-16,"wisconsin",55,1,0
"130",2020-02-17,"arizona",4,1,0
"131",2020-02-17,"california",6,7,0
"132",2020-02-17,"illinois",17,2,0
"133",2020-02-17,"massachusetts",25,1,0
"134",2020-02-17,"nebraska",31,10,0
"135",2020-02-17,"texas",48,2,0
"136",2020-02-17,"washington",53,1,0
"137",2020-02-17,"wisconsin",55,1,0
"138",2020-02-18,"arizona",4,1,0
"139",2020-02-18,"california",6,7,0
"140",2020-02-18,"illinois",17,2,0
"141",2020-02-18,"massachusetts",25,1,0
"142",2020-02-18,"nebraska",31,10,0
"143",2020-02-18,"texas",48,2,0
"144",2020-02-18,"washington",53,1,0
"145",2020-02-18,"wisconsin",55,1,0
"146",2020-02-19,"arizona",4,1,0
"147",2020-02-19,"california",6,7,0
"148",2020-02-19,"illinois",17,2,0
"149",2020-02-19,"massachusetts",25,1,0
"150",2020-02-19,"nebraska",31,10,0
"151",2020-02-19,"texas",48,2,0
"152",2020-02-19,"washington",53,1,0
"153",2020-02-19,"wisconsin",55,1,0
"154",2020-02-20,"arizona",4,1,0
"155",2020-02-20,"california",6,8,0
"156",2020-02-20,"illinois",17,2,0
"157",2020-02-20,"massachusetts",25,1,0
"158",2020-02-20,"nebraska",31,11,0
"159",2020-02-20,"texas",48,2,0
"160",2020-02-20,"washington",53,1,0
"161",2020-02-20,"wisconsin",55,1,0
"162",2020-02-21,"arizona",4,1,0
"163",2020-02-21,"california",6,9,0
"164",2020-02-21,"illinois",17,2,0
"165",2020-02-21,"massachusetts",25,1,0
"166",2020-02-21,"nebraska",31,11,0
"167",2020-02-21,"texas",48,4,0
"168",2020-02-21,"washington",53,1,0
"169",2020-02-21,"wisconsin",55,1,0
"170",2020-02-22,"arizona",4,1,0
"171",2020-02-22,"california",6,9,0
"172",2020-02-22,"illinois",17,2,0
"173",2020-02-22,"massachusetts",25,1,0
"174",2020-02-22,"nebraska",31,11,0
"175",2020-02-22,"texas",48,4,0
"176",2020-02-22,"washington",53,1,0
"177",2020-02-22,"wisconsin",55,1,0
"178",2020-02-23,"arizona",4,1,0
"179",2020-02-23,"california",6,9,0
"180",2020-02-23,"illinois",17,2,0
"181",2020-02-23,"massachusetts",25,1,0
"182",2020-02-23,"nebraska",31,11,0
"183",2020-02-23,"texas",48,4,0
"184",2020-02-23,"washington",53,1,0
"185",2020-02-23,"wisconsin",55,1,0
"186",2020-02-24,"arizona",4,1,0
"187",2020-02-24,"california",6,11,0
"188",2020-02-24,"illinois",17,2,0
"189",2020-02-24,"massachusetts",25,1,0
"190",2020-02-24,"nebraska",31,12,0
"191",2020-02-24,"texas",48,10,0
"192",2020-02-24,"washington",53,5,0
"193",2020-02-24,"wisconsin",55,1,0
"194",2020-02-25,"arizona",4,1,0
"195",2020-02-25,"california",6,11,0
"196",2020-02-25,"illinois",17,2,0
"197",2020-02-25,"massachusetts",25,1,0
"198",2020-02-25,"nebraska",31,13,0
"199",2020-02-25,"texas",48,10,0
"200",2020-02-25,"utah",49,1,0
"201",2020-02-25,"washington",53,5,0
"202",2020-02-25,"wisconsin",55,1,0
"203",2020-02-26,"arizona",4,1,0
"204",2020-02-26,"california",6,26,0
"205",2020-02-26,"illinois",17,2,0
"206",2020-02-26,"massachusetts",25,1,0
"207",2020-02-26,"nebraska",31,13,0
"208",2020-02-26,"texas",48,10,0
"209",2020-02-26,"utah",49,1,0
"210",2020-02-26,"washington",53,5,0
"211",2020-02-26,"wisconsin",55,1,0
"212",2020-02-27,"arizona",4,1,0
"213",2020-02-27,"california",6,26,0
"214",2020-02-27,"illinois",17,2,0
"215",2020-02-27,"massachusetts",25,1,0
"216",2020-02-27,"nebraska",31,13,0
"217",2020-02-27,"texas",48,10,0
"218",2020-02-27,"utah",49,1,0
"219",2020-02-27,"washington",53,5,0
"220",2020-02-27,"wisconsin",55,1,0
"221",2020-02-28,"arizona",4,1,0
"222",2020-02-28,"california",6,27,0
"223",2020-02-28,"illinois",17,2,0
"224",2020-02-28,"massachusetts",25,1,0
"225",2020-02-28,"nebraska",31,13,0
"226",2020-02-28,"oregon",41,1,0
"227",2020-02-28,"texas",48,11,0
"228",2020-02-28,"utah",49,1,0
"229",2020-02-28,"washington",53,7,0
"230",2020-02-28,"wisconsin",55,1,0
"231",2020-02-29,"arizona",4,1,0
"232",2020-02-29,"california",6,28,0
"233",2020-02-29,"illinois",17,3,0
"234",2020-02-29,"massachusetts",25,1,0
"235",2020-02-29,"nebraska",31,13,0
"236",2020-02-29,"oregon",41,1,0
"237",2020-02-29,"texas",48,11,0
"238",2020-02-29,"utah",49,1,0
"239",2020-02-29,"washington",53,10,1
"240",2020-02-29,"wisconsin",55,1,0
"241",2020-03-01,"arizona",4,1,0
"242",2020-03-01,"california",6,33,0
"243",2020-03-01,"florida",12,2,0
"244",2020-03-01,"illinois",17,3,0
"245",2020-03-01,"massachusetts",25,1,0
"246",2020-03-01,"nebraska",31,13,0
"247",2020-03-01,"new york",36,1,0
"248",2020-03-01,"oregon",41,2,0
"249",2020-03-01,"rhode island",44,2,0
"250",2020-03-01,"texas",48,11,0
"251",2020-03-01,"utah",49,1,0
"252",2020-03-01,"washington",53,17,3
"253",2020-03-01,"wisconsin",55,1,0
"254",2020-03-02,"arizona",4,1,0
"255",2020-03-02,"california",6,38,0
"256",2020-03-02,"florida",12,2,0
"257",2020-03-02,"georgia",13,2,0
"258",2020-03-02,"illinois",17,4,0
"259",2020-03-02,"massachusetts",25,2,0
"260",2020-03-02,"nebraska",31,13,0
"261",2020-03-02,"new hampshire",33,1,0
"262",2020-03-02,"new york",36,1,0
"263",2020-03-02,"oregon",41,2,0
"264",2020-03-02,"rhode island",44,2,0
"265",2020-03-02,"texas",48,11,0
"266",2020-03-02,"utah",49,1,0
"267",2020-03-02,"washington",53,23,6
"268",2020-03-02,"wisconsin",55,1,0
"269",2020-03-03,"arizona",4,2,0
"270",2020-03-03,"california",6,45,0
"271",2020-03-03,"florida",12,3,0
"272",2020-03-03,"georgia",13,2,0
"273",2020-03-03,"illinois",17,4,0
"274",2020-03-03,"massachusetts",25,2,0
"275",2020-03-03,"nebraska",31,13,0
"276",2020-03-03,"new hampshire",33,2,0
"277",2020-03-03,"new york",36,2,0
"278",2020-03-03,"north carolina",37,1,0
"279",2020-03-03,"oregon",41,2,0
"280",2020-03-03,"rhode island",44,2,0
"281",2020-03-03,"texas",48,11,0
"282",2020-03-03,"utah",49,1,0
"283",2020-03-03,"washington",53,32,10
"284",2020-03-03,"wisconsin",55,1,0
"285",2020-03-04,"arizona",4,2,0
"286",2020-03-04,"california",6,55,1
"287",2020-03-04,"florida",12,3,0
"288",2020-03-04,"georgia",13,2,0
"289",2020-03-04,"illinois",17,4,0
"290",2020-03-04,"massachusetts",25,2,0
"291",2020-03-04,"nebraska",31,13,0
"292",2020-03-04,"new hampshire",33,2,0
"293",2020-03-04,"new jersey",34,1,0
"294",2020-03-04,"new york",36,11,0
"295",2020-03-04,"north carolina",37,1,0
"296",2020-03-04,"oregon",41,2,0
"297",2020-03-04,"rhode island",44,2,0
"298",2020-03-04,"texas",48,12,0
"299",2020-03-04,"utah",49,1,0
"300",2020-03-04,"washington",53,47,11
"301",2020-03-04,"wisconsin",55,1,0
"302",2020-03-05,"arizona",4,2,0
"303",2020-03-05,"california",6,67,1
"304",2020-03-05,"colorado",8,2,0
"305",2020-03-05,"florida",12,4,0
"306",2020-03-05,"georgia",13,2,0
"307",2020-03-05,"illinois",17,5,0
"308",2020-03-05,"maryland",24,3,0
"309",2020-03-05,"massachusetts",25,3,0
"310",2020-03-05,"nebraska",31,13,0
"311",2020-03-05,"nevada",32,2,0
"312",2020-03-05,"new hampshire",33,2,0
"313",2020-03-05,"new jersey",34,2,0
"314",2020-03-05,"new york",36,22,0
"315",2020-03-05,"north carolina",37,1,0
"316",2020-03-05,"oregon",41,2,0
"317",2020-03-05,"rhode island",44,2,0
"318",2020-03-05,"tennessee",47,1,0
"319",2020-03-05,"texas",48,16,0
"320",2020-03-05,"utah",49,1,0
"321",2020-03-05,"washington",53,75,11
"322",2020-03-05,"wisconsin",55,1,0
"323",2020-03-06,"arizona",4,3,0
"324",2020-03-06,"california",6,81,1
"325",2020-03-06,"colorado",8,8,0
"326",2020-03-06,"florida",12,7,2
"327",2020-03-06,"georgia",13,3,0
"328",2020-03-06,"hawaii",15,1,0
"329",2020-03-06,"illinois",17,6,0
"330",2020-03-06,"indiana",18,1,0
"331",2020-03-06,"kentucky",21,1,0
"332",2020-03-06,"maryland",24,3,0
"333",2020-03-06,"massachusetts",25,8,0
"334",2020-03-06,"minnesota",27,1,0
"335",2020-03-06,"nebraska",31,14,0
"336",2020-03-06,"nevada",32,2,0
"337",2020-03-06,"new hampshire",33,2,0
"338",2020-03-06,"new jersey",34,4,0
"339",2020-03-06,"new york",36,44,0
"340",2020-03-06,"north carolina",37,2,0
"341",2020-03-06,"oklahoma",40,1,0
"342",2020-03-06,"oregon",41,2,0
"343",2020-03-06,"pennsylvania",42,2,0
"344",2020-03-06,"rhode island",44,3,0
"345",2020-03-06,"south carolina",45,2,0
"346",2020-03-06,"tennessee",47,1,0
"347",2020-03-06,"texas",48,19,0
"348",2020-03-06,"utah",49,3,0
"349",2020-03-06,"washington",53,86,12
"350",2020-03-06,"wisconsin",55,1,0
"351",2020-03-07,"arizona",4,5,0
"352",2020-03-07,"california",6,100,1
"353",2020-03-07,"colorado",8,8,0
"354",2020-03-07,"district of columbia",11,1,0
"355",2020-03-07,"florida",12,12,2
"356",2020-03-07,"georgia",13,7,0
"357",2020-03-07,"hawaii",15,1,0
"358",2020-03-07,"illinois",17,6,0
"359",2020-03-07,"indiana",18,1,0
"360",2020-03-07,"kansas",20,1,0
"361",2020-03-07,"kentucky",21,1,0
"362",2020-03-07,"maryland",24,3,0
"363",2020-03-07,"massachusetts",25,13,0
"364",2020-03-07,"minnesota",27,1,0
"365",2020-03-07,"missouri",29,1,0
"366",2020-03-07,"nebraska",31,14,0
"367",2020-03-07,"nevada",32,2,0
"368",2020-03-07,"new hampshire",33,4,0
"369",2020-03-07,"new jersey",34,4,0
"370",2020-03-07,"new york",36,89,0
"371",2020-03-07,"north carolina",37,2,0
"372",2020-03-07,"oklahoma",40,1,0
"373",2020-03-07,"oregon",41,6,0
"374",2020-03-07,"pennsylvania",42,4,0
"375",2020-03-07,"rhode island",44,3,0
"376",2020-03-07,"south carolina",45,2,0
"377",2020-03-07,"tennessee",47,1,0
"378",2020-03-07,"texas",48,19,0
"379",2020-03-07,"utah",49,3,0
"380",2020-03-07,"vermont",50,1,0
"381",2020-03-07,"virginia",51,1,0
"382",2020-03-07,"washington",53,110,16
"383",2020-03-07,"wisconsin",55,1,0
"384",2020-03-08,"arizona",4,5,0
"385",2020-03-08,"california",6,112,1
"386",2020-03-08,"colorado",8,8,0
"387",2020-03-08,"connecticut",9,1,0
"388",2020-03-08,"district of columbia",11,1,0
"389",2020-03-08,"florida",12,13,2
"390",2020-03-08,"georgia",13,11,0
"391",2020-03-08,"hawaii",15,2,0
"392",2020-03-08,"illinois",17,7,0
"393",2020-03-08,"indiana",18,2,0
"394",2020-03-08,"iowa",19,3,0
"395",2020-03-08,"kansas",20,1,0
"396",2020-03-08,"kentucky",21,4,0
"397",2020-03-08,"maryland",24,5,0
"398",2020-03-08,"massachusetts",25,28,0
"399",2020-03-08,"minnesota",27,2,0
"400",2020-03-08,"missouri",29,1,0
"401",2020-03-08,"nebraska",31,16,0
"402",2020-03-08,"nevada",32,4,0
"403",2020-03-08,"new hampshire",33,4,0
"404",2020-03-08,"new jersey",34,6,0
"405",2020-03-08,"new york",36,106,0
"406",2020-03-08,"north carolina",37,2,0
"407",2020-03-08,"oklahoma",40,1,0
"408",2020-03-08,"oregon",41,13,0
"409",2020-03-08,"pennsylvania",42,6,0
"410",2020-03-08,"rhode island",44,3,0
"411",2020-03-08,"south carolina",45,6,0
"412",2020-03-08,"tennessee",47,3,0
"413",2020-03-08,"texas",48,23,0
"414",2020-03-08,"utah",49,3,0
"415",2020-03-08,"vermont",50,1,0
"416",2020-03-08,"virginia",51,2,0
"417",2020-03-08,"washington",53,141,19
"418",2020-03-08,"wisconsin",55,1,0
"419",2020-03-09,"arizona",4,6,0
"420",2020-03-09,"california",6,172,2
"421",2020-03-09,"colorado",8,12,0
"422",2020-03-09,"connecticut",9,2,0
"423",2020-03-09,"district of columbia",11,4,0
"424",2020-03-09,"florida",12,14,2
"425",2020-03-09,"georgia",13,17,0
"426",2020-03-09,"hawaii",15,2,0
"427",2020-03-09,"illinois",17,11,0
"428",2020-03-09,"indiana",18,4,0
"429",2020-03-09,"iowa",19,8,0
"430",2020-03-09,"kansas",20,1,0
"431",2020-03-09,"kentucky",21,5,0
"432",2020-03-09,"louisiana",22,1,0
"433",2020-03-09,"maryland",24,6,0
"434",2020-03-09,"massachusetts",25,41,0
"435",2020-03-09,"minnesota",27,2,0
"436",2020-03-09,"missouri",29,1,0
"437",2020-03-09,"nebraska",31,16,0
"438",2020-03-09,"nevada",32,4,0
"439",2020-03-09,"new hampshire",33,4,0
"440",2020-03-09,"new jersey",34,11,0
"441",2020-03-09,"new york",36,142,0
"442",2020-03-09,"north carolina",37,7,0
"443",2020-03-09,"ohio",39,3,0
"444",2020-03-09,"oklahoma",40,1,0
"445",2020-03-09,"oregon",41,13,0
"446",2020-03-09,"pennsylvania",42,10,0
"447",2020-03-09,"rhode island",44,3,0
"448",2020-03-09,"south carolina",45,7,0
"449",2020-03-09,"tennessee",47,4,0
"450",2020-03-09,"texas",48,24,0
"451",2020-03-09,"utah",49,3,0
"452",2020-03-09,"vermont",50,1,0
"453",2020-03-09,"virginia",51,5,0
"454",2020-03-09,"washington",53,179,22
"455",2020-03-09,"wisconsin",55,2,0
"456",2020-03-10,"arizona",4,6,0
"457",2020-03-10,"california",6,179,3
"458",2020-03-10,"colorado",8,17,0
"459",2020-03-10,"connecticut",9,2,0
"460",2020-03-10,"district of columbia",11,4,0
"461",2020-03-10,"florida",12,23,2
"462",2020-03-10,"georgia",13,22,0
"463",2020-03-10,"hawaii",15,2,0
"464",2020-03-10,"illinois",17,19,0
"465",2020-03-10,"indiana",18,6,0
"466",2020-03-10,"iowa",19,13,0
"467",2020-03-10,"kansas",20,1,0
"468",2020-03-10,"kentucky",21,7,0
"469",2020-03-10,"louisiana",22,6,0
"470",2020-03-10,"maryland",24,9,0
"471",2020-03-10,"massachusetts",25,92,0
"472",2020-03-10,"michigan",26,2,0
"473",2020-03-10,"minnesota",27,3,0
"474",2020-03-10,"missouri",29,1,0
"475",2020-03-10,"nebraska",31,17,0
"476",2020-03-10,"nevada",32,4,0
"477",2020-03-10,"new hampshire",33,5,0
"478",2020-03-10,"new jersey",34,15,1
"479",2020-03-10,"new york",36,173,0
"480",2020-03-10,"north carolina",37,7,0
"481",2020-03-10,"ohio",39,3,0
"482",2020-03-10,"oklahoma",40,2,0
"483",2020-03-10,"oregon",41,14,0
"484",2020-03-10,"pennsylvania",42,12,0
"485",2020-03-10,"rhode island",44,5,0
"486",2020-03-10,"south carolina",45,9,0
"487",2020-03-10,"south dakota",46,5,1
"488",2020-03-10,"tennessee",47,7,0
"489",2020-03-10,"texas",48,31,0
"490",2020-03-10,"utah",49,4,0
"491",2020-03-10,"vermont",50,1,0
"492",2020-03-10,"virginia",51,8,0
"493",2020-03-10,"washington",53,279,24
"494",2020-03-10,"wisconsin",55,3,0
"495",2020-03-11,"arizona",4,9,0
"496",2020-03-11,"arkansas",5,1,0
"497",2020-03-11,"california",6,202,4
"498",2020-03-11,"colorado",8,34,0
"499",2020-03-11,"connecticut",9,3,0
"500",2020-03-11,"delaware",10,1,0
"501",2020-03-11,"district of columbia",11,10,0
"502",2020-03-11,"florida",12,26,2
"503",2020-03-11,"georgia",13,31,0
"504",2020-03-11,"hawaii",15,2,0
"505",2020-03-11,"illinois",17,25,0
"506",2020-03-11,"indiana",18,11,0
"507",2020-03-11,"iowa",19,14,0
"508",2020-03-11,"kansas",20,1,0
"509",2020-03-11,"kentucky",21,7,0
"510",2020-03-11,"louisiana",22,13,0
"511",2020-03-11,"maryland",24,13,0
"512",2020-03-11,"massachusetts",25,95,0
"513",2020-03-11,"michigan",26,2,0
"514",2020-03-11,"minnesota",27,5,0
"515",2020-03-11,"mississippi",28,1,0
"516",2020-03-11,"missouri",29,1,0
"517",2020-03-11,"nebraska",31,23,0
"518",2020-03-11,"nevada",32,7,0
"519",2020-03-11,"new hampshire",33,5,0
"520",2020-03-11,"new jersey",34,23,1
"521",2020-03-11,"new mexico",35,4,0
"522",2020-03-11,"new york",36,217,0
"523",2020-03-11,"north carolina",37,8,0
"524",2020-03-11,"north dakota",38,1,0
"525",2020-03-11,"ohio",39,4,0
"526",2020-03-11,"oklahoma",40,2,0
"527",2020-03-11,"oregon",41,20,0
"528",2020-03-11,"pennsylvania",42,16,0
"529",2020-03-11,"rhode island",44,5,0
"530",2020-03-11,"south carolina",45,10,0
"531",2020-03-11,"south dakota",46,8,1
"532",2020-03-11,"tennessee",47,8,0
"533",2020-03-11,"texas",48,33,0
"534",2020-03-11,"utah",49,5,0
"535",2020-03-11,"vermont",50,2,0
"536",2020-03-11,"virginia",51,10,0
"537",2020-03-11,"washington",53,338,29
"538",2020-03-11,"wisconsin",55,6,0
"539",2020-03-11,"wyoming",56,1,0
"540",2020-03-12,"alaska",2,1,0
"541",2020-03-12,"arizona",4,9,0
"542",2020-03-12,"arkansas",5,6,0
"543",2020-03-12,"california",6,252,4
"544",2020-03-12,"colorado",8,49,1
"545",2020-03-12,"connecticut",9,6,0
"546",2020-03-12,"delaware",10,4,0
"547",2020-03-12,"district of columbia",11,10,0
"548",2020-03-12,"florida",12,46,2
"549",2020-03-12,"georgia",13,31,1
"550",2020-03-12,"hawaii",15,2,0
"551",2020-03-12,"illinois",17,32,0
"552",2020-03-12,"indiana",18,12,0
"553",2020-03-12,"iowa",19,16,0
"554",2020-03-12,"kansas",20,5,1
"555",2020-03-12,"kentucky",21,11,0
"556",2020-03-12,"louisiana",22,14,0
"557",2020-03-12,"maine",23,1,0
"558",2020-03-12,"maryland",24,13,0
"559",2020-03-12,"massachusetts",25,108,0
"560",2020-03-12,"michigan",26,12,0
"561",2020-03-12,"minnesota",27,9,0
"562",2020-03-12,"mississippi",28,1,0
"563",2020-03-12,"missouri",29,2,0
"564",2020-03-12,"nebraska",31,24,0
"565",2020-03-12,"nevada",32,11,0
"566",2020-03-12,"new hampshire",33,6,0
"567",2020-03-12,"new jersey",34,29,1
"568",2020-03-12,"new mexico",35,6,0
"569",2020-03-12,"new york",36,326,0
"570",2020-03-12,"north carolina",37,16,0
"571",2020-03-12,"north dakota",38,1,0
"572",2020-03-12,"ohio",39,5,0
"573",2020-03-12,"oklahoma",40,2,0
"574",2020-03-12,"oregon",41,30,0
"575",2020-03-12,"pennsylvania",42,22,0
"576",2020-03-12,"rhode island",44,5,0
"577",2020-03-12,"south carolina",45,12,0
"578",2020-03-12,"south dakota",46,8,1
"579",2020-03-12,"tennessee",47,18,0
"580",2020-03-12,"texas",48,41,0
"581",2020-03-12,"utah",49,7,0
"582",2020-03-12,"vermont",50,2,0
"583",2020-03-12,"virginia",51,17,0
"584",2020-03-12,"washington",53,419,32
"585",2020-03-12,"wisconsin",55,8,0
"586",2020-03-12,"wyoming",56,1,0
"587",2020-03-13,"alabama",1,6,0
"588",2020-03-13,"alaska",2,1,0
"589",2020-03-13,"arizona",4,9,0
"590",2020-03-13,"arkansas",5,7,0
"591",2020-03-13,"california",6,320,5
"592",2020-03-13,"colorado",8,78,2
"593",2020-03-13,"connecticut",9,11,0
"594",2020-03-13,"delaware",10,4,0
"595",2020-03-13,"district of columbia",11,10,0
"596",2020-03-13,"florida",12,70,2
"597",2020-03-13,"georgia",13,41,1
"598",2020-03-13,"hawaii",15,2,0
"599",2020-03-13,"idaho",16,1,0
"600",2020-03-13,"illinois",17,46,0
"601",2020-03-13,"indiana",18,12,0
"602",2020-03-13,"iowa",19,17,0
"603",2020-03-13,"kansas",20,6,1
"604",2020-03-13,"kentucky",21,11,0
"605",2020-03-13,"louisiana",22,36,0
"606",2020-03-13,"maine",23,2,0
"607",2020-03-13,"maryland",24,18,0
"608",2020-03-13,"massachusetts",25,123,0
"609",2020-03-13,"michigan",26,25,0
"610",2020-03-13,"minnesota",27,14,0
"611",2020-03-13,"mississippi",28,6,0
"612",2020-03-13,"missouri",29,4,0
"613",2020-03-13,"montana",30,4,0
"614",2020-03-13,"nebraska",31,27,0
"615",2020-03-13,"nevada",32,19,0
"616",2020-03-13,"new hampshire",33,7,0
"617",2020-03-13,"new jersey",34,50,1
"618",2020-03-13,"new mexico",35,10,0
"619",2020-03-13,"new york",36,421,0
"620",2020-03-13,"north carolina",37,18,0
"621",2020-03-13,"north dakota",38,1,0
"622",2020-03-13,"ohio",39,13,0
"623",2020-03-13,"oklahoma",40,3,0
"624",2020-03-13,"oregon",41,30,0
"625",2020-03-13,"pennsylvania",42,41,0
"626",2020-03-13,"puerto rico",72,3,0
"627",2020-03-13,"rhode island",44,20,0
"628",2020-03-13,"south carolina",45,13,0
"629",2020-03-13,"south dakota",46,9,1
"630",2020-03-13,"tennessee",47,26,0
"631",2020-03-13,"texas",48,58,0
"632",2020-03-13,"utah",49,7,0
"633",2020-03-13,"vermont",50,2,0
"634",2020-03-13,"virginia",51,30,0
"635",2020-03-13,"washington",53,511,37
"636",2020-03-13,"wisconsin",55,19,0
"637",2020-03-13,"wyoming",56,2,0
"638",2020-03-14,"alabama",1,12,0
"639",2020-03-14,"alaska",2,1,0
"640",2020-03-14,"arizona",4,12,0
"641",2020-03-14,"arkansas",5,9,0
"642",2020-03-14,"california",6,381,5
"643",2020-03-14,"colorado",8,103,2
"644",2020-03-14,"connecticut",9,20,0
"645",2020-03-14,"delaware",10,4,0
"646",2020-03-14,"district of columbia",11,16,0
"647",2020-03-14,"florida",12,70,3
"648",2020-03-14,"georgia",13,65,1
"649",2020-03-14,"hawaii",15,4,0
"650",2020-03-14,"idaho",16,5,0
"651",2020-03-14,"illinois",17,66,0
"652",2020-03-14,"indiana",18,15,0
"653",2020-03-14,"iowa",19,18,0
"654",2020-03-14,"kansas",20,8,1
"655",2020-03-14,"kentucky",21,18,0
"656",2020-03-14,"louisiana",22,77,1
"657",2020-03-14,"maine",23,3,0
"658",2020-03-14,"maryland",24,27,0
